CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,OpenDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,Virtual,Magnet,Latitude,Longitude
1.96473E+13,622710,13004,Active,Los Angeles,Los Angeles Unified,KIPP Scholar Academy,1729 West Martin Luther King Junior Boulevard,1729 West Martin Luther King Jr. Blvd.,Los Angeles,90062-1503,CA,9/4/12,Y,1377,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.010736,-118.30961
1.96473E+13,622710,13005,Active,Los Angeles,Los Angeles Unified,KIPP Sol Academy,4800 East Cesar Chavez Avenue,4800 East Cesar Chavez Ave.,Los Angeles,90022-1307,CA,9/3/13,Y,1379,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.040184,-118.16131
1.96473E+13,622710,13094,Active,Los Angeles,Los Angeles Unified,Ednovate - USC Hybrid High College Prep,"350 South Figueroa Street, Suite 100","350 South Figueroa St., Ste. 100",Los Angeles,90071-1115,CA,9/4/12,Y,1401,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.054717,-118.2543
1.96473E+13,622710,13084,Active,Los Angeles,Los Angeles Unified,Math and Science College Preparatory,3200 West Adams Boulevard,3200 West Adams Blvd.,Los Angeles,90018-1832,CA,8/1/13,Y,1412,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.031959,-118.31897
1.96473E+13,622710,13145,Active,Los Angeles,Los Angeles Unified,Equitas Academy #2,2723 West 8th Street,2723 West 8th St.,Los Angeles,90005-1226,CA,9/3/13,Y,1402,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.057891,-118.28503
1.96473E+13,622710,13114,Active,Los Angeles,Los Angeles Unified,Citizens of the World 2,5616 Carlton Way,5616 Carlton Way,Los Angeles,90028,CA,8/27/12,Y,1413,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.100491,-118.31182
1.96473E+13,622710,13088,Active,Los Angeles,Los Angeles Unified,Citizens of the World 3,11561 Gateway Boulevard,11561 Gateway Blvd.,Los Angeles,90064-3009,CA,8/1/13,Y,1414,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.031575,-118.44245
1.96473E+13,622710,13194,Active,Los Angeles,Los Angeles Unified,Sally Ride Elementary: A SMArT Academy,1041 East 46th Street,1041 East 46th St.,Los Angeles,90011-3627,CA,8/14/12,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.001838,-118.25743
1.96473E+13,622710,13119,Active,Los Angeles,Los Angeles Unified,Marguerite Poindexter LaMotte Elementary,4410 Orchard Avenue,4410 Orchard Ave.,Los Angeles,90037-3018,CA,8/14/12,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.002205,-118.2889
1.96473E+13,622710,13147,Active,Los Angeles,Los Angeles Unified,"Gerald A. Lawson Academy of the Arts, Mathematics and Science",929 West 69th Street,929 West 69th St.,Los Angeles,90044-5200,CA,8/14/12,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.977529,-118.29026
1.96473E+13,622710,13082,Active,Los Angeles,Los Angeles Unified,"Dr. Lawrence H. Moore Math, Science, Technology Academy",1321 East 61st Street,1321 East 61st St.,Los Angeles,90001-1218,CA,8/14/12,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.984342,-118.25146
1.96473E+13,622710,13101,Active,Los Angeles,Los Angeles Unified,"Hilda L. Solis Learning Academy School of Technology, Business and Education",319 North Humphreys Avenue,319 North Humphreys Ave.,Los Angeles,90022-1422,CA,8/14/12,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.039104,-118.17138
1.96473E+13,622710,13065,Active,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High A Critical Design and Gaming,825 West 60th Street,825 West 60th St.,Los Angeles,90044-5512,CA,8/14/12,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.985536,-118.288
1.96473E+13,622710,13095,Active,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High B Community Health Advocates,825 West 60th Street,825 West 60th St.,Los Angeles,90044-5512,CA,8/14/12,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.985536,-118.288
1.96473E+13,622710,13166,Active,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,825 West 60th Street,825 West 60th St.,Los Angeles,90044-5512,CA,8/14/12,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.985536,-118.288
1.96473E+13,622710,13079,Active,Los Angeles,Los Angeles Unified,Academy for Multilingual Arts and Science at Mervyn M. Dymally High,8800 South San Pedro Street,8800 South San Pedro St.,Los Angeles,90003-3541,CA,8/14/12,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.95715,-118.26875
1.96473E+13,622710,13657,Active,Los Angeles,Los Angeles Unified,KIPP Iluminar Academy,4800 East Cesar Chavez Avenue,4800 East Cesar Chavez Ave.,Los Angeles,90022-1307,CA,8/12/13,Y,1508,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.040184,-118.16131
1.96473E+13,622710,13271,Active,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,322 South Lucas Avenue,322 South Lucas Ave.,Los Angeles,90017-1406,CA,8/12/13,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.058179,-118.26087
1.96473E+13,622710,13434,Active,Los Angeles,Los Angeles Unified,Early College Academy-LA Trade Tech College,400 West Washington Boulevard,400 West Washington Blvd.,Los Angeles,90015-4108,CA,8/12/13,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,C,N,34.033179,-118.27006
1.96473E+13,622710,13412,Active,Los Angeles,Los Angeles Unified,Studio,2050 North San Fernando Road,2050 North San Fernando Rd.,Los Angeles,90065-1267,CA,8/12/13,N,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.10226,-118.23739
1.96473E+13,622710,13319,Active,Los Angeles,Los Angeles Unified,Pathways Community,8800 South San Pedro Street,8800 South San Pedro St.,Los Angeles,90003-3541,CA,8/7/14,Y,1537,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.95715,-118.26875
1.96473E+13,622710,13642,Active,Los Angeles,Los Angeles Unified,City Language Immersion Charter,4001 Venice Boulevard,4001 Venice Blvd.,Los Angeles,90019-6009,CA,9/3/13,Y,1538,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.043882,-118.32485
1.96473E+13,622710,13537,Active,Los Angeles,Los Angeles Unified,Camino Nuevo High #2,3500 West Temple Street,3500 West Temple St.,Los Angeles,90004-3620,CA,8/19/13,Y,1540,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.076443,-118.2855
1.96473E+13,622710,13378,Active,Los Angeles,Los Angeles Unified,Metro Charter,700 Wilshire Boulevard Suite 400,700 Wilshire Blvd. Ste. 400,Los Angeles,90017-3811,CA,9/3/13,Y,1535,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.04867,-118.25753
1.96473E+13,622710,13597,Active,Los Angeles,Los Angeles Unified,Alliance Leadership Middle Academy,2941 West 70th Street,2941 West 70th St.,Los Angeles,90043-4420,CA,8/1/15,Y,1530,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.97709,-118.32575
1.96473E+13,622710,13273,Active,Los Angeles,Los Angeles Unified,Alliance College-Ready Middle Academy 8,113 South Rowan Avenue,113 South Rowan Ave.,Los Angeles,90063-2434,CA,8/1/14,Y,1531,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.035463,-118.18731
1.96473E+13,622710,13487,Active,Los Angeles,Los Angeles Unified,Alliance Kory Hunter Middle,5886 Compton Avenue,5886 Compton Ave.,Los Angeles,90001-1345,CA,8/1/14,Y,1532,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.987113,-118.24738
1.96473E+13,622710,13403,Active,Los Angeles,Los Angeles Unified,Alliance College-Ready Middle Academy 12,131 East 50th Street,131 East 50th St.,Los Angeles,90011-3937,CA,8/5/13,Y,1533,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.997698,-118.27327
1.96473E+13,622710,13212,Active,Los Angeles,Los Angeles Unified,Global Education Academy Middle,1512 Arlington Avenue,1512 Arlington Ave.,Los Angeles,90019-4552,CA,9/3/13,Y,1561,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.045097,-118.3172
1.96473E+13,622710,13316,Active,Los Angeles,Los Angeles Unified,Extera Public School No. 2,1015 South Lorena Street,1015 South Lorena St.,Los Angeles,90023-2222,CA,8/12/13,Y,1562,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.025523,-118.20272
1.96473E+13,622710,13691,Active,Los Angeles,Los Angeles Unified,KIPP Academy of Innovation,3601 East First Street,3601 East First St.,Los Angeles,90063-2325,CA,8/12/14,Y,1586,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.036338,-118.18902
1.96473E+13,622710,13726,Active,Los Angeles,Los Angeles Unified,Dr. Sammy Lee Medical and Health Science Magnet Elementary,3600 Council Street,3600 Council St.,Los Angeles,90004-4840,CA,8/13/13,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,Y,34.074011,-118.28862
1.96473E+13,622710,13787,Active,Los Angeles,Los Angeles Unified,Animo Mae Jemison Charter Middle,12700 Avalon Boulevard,12700 Avalon Blvd.,Los Angeles,90061-2730,CA,8/12/14,Y,1624,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.917548,-118.26404
1.96473E+13,622710,13760,Active,Los Angeles,Los Angeles Unified,KIPP Vida Preparatory Academy,5101 South Western Avenue,5101 South Western Ave.,Los Angeles,90062-2333,CA,8/11/14,Y,1587,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.996491,-118.30928
1.96473E+13,622710,13775,Active,Los Angeles,Los Angeles Unified,Boyle Heights STEM High,503 South Mott Street,503 South Mott St.,Los Angeles,90033,CA,8/12/14,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,C,N,34.036698,-118.20953
1.96473E+13,622710,13737,Active,Los Angeles,Los Angeles Unified,NAVA College Preparatory Academy,1319 East 41st Street,1319 East 41st St.,Los Angeles,90011-3301,CA,8/12/14,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.009547,-118.25116
1.96473E+13,622710,13741,Active,Los Angeles,Los Angeles Unified,TEACH Tech Charter High,10000 South Western Avenue,10000 South Western Ave.,Los Angeles,90047-4254,CA,8/1/14,Y,1658,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.94512,-118.30864
1.96473E+13,622710,13802,Active,Los Angeles,Los Angeles Unified,Equitas Academy #3 Charter,1626 Orchard Ave,1626 Orchard Ave,Los Angeles,90006-5316,CA,9/2/15,Y,1669,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.043461,-118.28804
1.96473E+13,622710,13789,Active,Los Angeles,Los Angeles Unified,Global Education Academy 2,1717 Seventh Avenue,1717 Seventh Ave.,Los Angeles,90019-6004,CA,9/2/14,Y,1641,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.040299,-118.32542
1.96473E+13,622710,13756,Active,Los Angeles,Los Angeles Unified,Everest Value,668 South Catalina Street,668 South Catalina St.,Los Angeles,90005-1708,CA,8/18/14,Y,1638,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.061075,-118.29524
1.96473E+13,622710,13749,Active,Los Angeles,Los Angeles Unified,Community Preparatory Academy,7511 Raymond Avenue,7511 Raymond Ave.,Los Angeles,90044-2430,CA,8/12/14,Y,1656,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.971692,-118.29928
1.96473E+13,622710,13883,Active,Los Angeles,Los Angeles Unified,KIPP Ignite Academy,9110 South Central Avenue,9110 South Central Ave.,Los Angeles,90002-1743,CA,8/10/15,Y,1720,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.953599,-118.25609
1.96473E+13,622710,13877,Active,Los Angeles,Los Angeles Unified,KIPP Promesa Prep,207 South Dacotah Street,207 South Dacotah St.,Los Angeles,90063-3023,CA,8/10/15,Y,1721,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.03761,-118.20181
1.96473E+13,622710,13851,Active,Los Angeles,Los Angeles Unified,Collegiate Charter High of Los Angeles,312 North Record Avenue,312 North Record Ave.,Los Angeles,90063-1824,CA,8/18/15,Y,1722,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.039318,-118.18046
1.96473E+13,622710,13881,Active,Los Angeles,Los Angeles Unified,Summit Preparatory Charter,644 56th Street,644 56th St.,Los Angeles,90011-4660,CA,8/12/15,Y,1615,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.990892,-118.26436
1.96473E+13,622710,13868,Active,Los Angeles,Los Angeles Unified,Public Policy Charter,1701 Browning Boulevard,1701 Browning Blvd.,Los Angeles,90062-1302,CA,8/17/15,Y,1703,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.012037,-118.30943
1.96473E+13,622710,13901,Active,Los Angeles,Los Angeles Unified,Resolute Academy Charter,1265 East 112th Street,1265 East 112th St.,Los Angeles,90059-1137,CA,8/3/15,Y,1642,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.933775,-118.25293
1.96473E+13,622710,13902,Active,Los Angeles,Los Angeles Unified,Libertas College Preparatory Charter,3875 Dublin Avenue,3875 Dublin Ave.,Los Angeles,90008-1945,CA,8/4/15,Y,1711,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.015139,-118.3226
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,University Preparatory Value High,1929 West Pico Boulevard,1929 West Pico Blvd.,Los Angeles,90006-5008,CA,8/8/15,Y,1723,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.046778,-118.28094
1.96473E+13,622710,13898,Active,Los Angeles,Los Angeles Unified,Ednovate - USC East College Prep,3825 North Mission Road,3825 North Mission Rd.,Los Angeles,90031-3137,CA,8/10/15,Y,1702,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.070109,-118.19967
1.96473E+13,622710,13968,Active,Los Angeles,Los Angeles Unified,Girls Academic Leadership Academy (GALA),1067 West Boulevard,1067 West Blvd.,Los Angeles,90019-1839,CA,8/16/16,N,,,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,C,N,34.055341,-118.33152
1.96473E+13,622710,13970,Active,Los Angeles,Los Angeles Unified,Equitas Academy 4,1700 West Pico Boulevard,1700 West Pico Blvd.,Los Angeles,90015-2412,CA,9/1/17,Y,1785,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.044837,-118.27844
1.96473E+13,622710,13972,Active,Los Angeles,Los Angeles Unified,New Los Angeles Charter Elementary,5421 Rodeo Road,5421 Rodeo Rd.,Los Angeles,90016-5122,CA,8/15/16,Y,1788,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.022506,-118.36529
1.96473E+13,622710,13969,Active,Los Angeles,Los Angeles Unified,Fourth Street Primary Center,469 Amalia Avenue,469 Amalia Ave.,Los Angeles,90022-2627,CA,8/16/16,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.027352,-118.15445
1.96473E+13,622710,13974,Active,Los Angeles,Los Angeles Unified,Rise Kohyang High,600 South Lafayette Park Place Second Floor,600 South Lafayette Park Pl. Second Fl.,Los Angeles,90057,CA,8/22/16,Y,1786,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.062413,-118.28215
1.96473E+13,622710,13967,Active,Los Angeles,Los Angeles Unified,California Collegiate Charter,2009 West Martin Luther King Junior Boulevard,2009 West Martin Luther King Jr. Blvd.,Los Angeles,90062-1434,CA,8/8/16,Y,1771,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.011181,-118.31556
1.96473E+13,622710,14036,Active,Los Angeles,Los Angeles Unified,Animo Florence-Firestone Charter Middle,155 West 69th Street,155 West 69th St.,Los Angeles,90003-1823,CA,8/9/16,Y,1794,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.977536,-118.27591
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,The City,11625 West Pico Boulevard,11625 West Pico Blvd.,Los Angeles,90064-2908,CA,7/1/16,Y,1710,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.032502,-118.44458
1.96473E+13,622710,14061,Active,Los Angeles,Los Angeles Unified,Arts in Action Community Middle,"1241 South Soto Street, Suite 212","1241 South Soto St., Ste. 212",Los Angeles,90023-2672,CA,8/15/16,Y,1806,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.026752,-118.22002
1.96473E+13,622710,14063,Active,Los Angeles,Los Angeles Unified,PUC International Preparatory Academy,1800 Colorado Boulevard,1800 Colorado Blvd.,Los Angeles,90041-1340,CA,8/28/17,Y,1820,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.139013,-118.20657
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,Gabriella Charter 2,3736 Trinity Street,3736 Trinity St.,Los Angeles,90011-2635,CA,8/16/17,Y,1853,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.0121,-118.26936
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,Crete Academy,5125 Crenshaw Boulevard,5125 Crenshaw Blvd.,Los Angeles,90043-1853,CA,8/14/17,Y,1854,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.995985,-118.33119
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,WISH Academy High,7400 West Manchester Avenue,7400 West Manchester Ave.,Los Angeles,90045-2322,CA,8/16/17,Y,1863,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.957763,-118.42888
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,Horace Mann UCLA Community,7001 South Saint Andrews Place,7001 South Saint Andrews Pl.,Los Angeles,90047-1833,CA,8/15/17,N,,,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,N,N,33.976593,-118.31225
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,New Middle School Pathway,8701 Parkhill Drive,8701 Parkhill Dr.,Los Angeles,90045-3437,CA,8/15/17,N,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.957938,-118.42675
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,Ednovate - USC Esperanza College Prep,319 North Humphreys Avenue,319 North Humphreys Ave.,East Los Angeles,90022-1422,CA,8/7/17,Y,1842,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.038931,-118.17147
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,"Ednovate - USC College Prep, Pico-Union/Westlake Campus",600 South La Fayette Park Place,600 South La Fayette Park Pl.,Los Angeles,90057-3243,CA,8/7/17,Y,1843,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.062413,-118.28215
1.96473E+13,622710,13788,Active,Los Angeles,Los Angeles Unified,WISH Community,6550 West 80th Street,6550 West 80th St.,Los Angeles,90045-1127,CA,8/15/17,Y,1627,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.96779,-118.40387
1.96473E+13,622710,,Active,Los Angeles,Los Angeles Unified,Boys Academic Leadership Academy,1511 West 110 Street,1511 West 110 St.,Los Angeles,90047-4912,CA,8/15/17,N,,,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,N,N,33.935503,-118.30312
1.96473E+13,622710,3315,Active,Los Angeles,Los Angeles Unified,Theodore Roosevelt Senior High,456 South Mathews Street,456 South Mathews St.,Los Angeles,90033-4350,CA,7/1/10,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,C,N,34.039171,-118.21119
1.97344E+13,609620,,Active,Los Angeles,Compton Unified,Today's Fresh Start-Compton,4476 Crenshaw Boulevard,4476 Crenshaw Blvd.,Los Angeles,90043-1208,CA,9/8/15,Y,1772,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.002873,-118.33029
1.97531E+13,600001,13829,Active,Los Angeles,Acton-Agua Dulce Unified,SIATech Academy South,634 South Spring Street,634 South Spring St.,Los Angeles,90014-3921,CA,8/25/14,Y,1700,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,F,N,34.044902,-118.25133
1.97655E+13,601336,12404,Active,Los Angeles,SBE - Barack Obama Charter,Barack Obama Charter,13305 South San Pedro Street,13305 South San Pedro St.,Los Angeles,90061-2254,CA,9/8/09,Y,1062,Directly funded,2,State Board of Education,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.91079,-118.27033
1.97689E+13,601430,12271,Active,Los Angeles,SBE - Anahuacalmecac International University Preparatory of North America,Anahuacalmecac International University Preparatory of North America,4736 Huntington Drive South,4736 Huntington Dr. South,Los Angeles,90032-1942,CA,8/17/15,Y,1685,Directly funded,2,State Board of Education,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,N,N,34.085085,-118.18154
1.97707E+13,,,Active,Los Angeles,SBE - Celerity Rolas,Celerity Rolas Charter,1495 Colorado Boulevard,1495 Colorado Blvd.,Los Angeles,90041-2340,CA,8/15/17,Y,1857,Directly funded,2,State Board of Education,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.139635,-118.19738
1.97708E+13,,,Active,Los Angeles,SBE - Celerity Himalia,Celerity Himalia Charter,5100 South Broadway Avenue,5100 South Broadway Ave.,Los Angeles,90037-3837,CA,8/15/17,Y,1858,Directly funded,2,State Board of Education,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.996155,-118.27794
2.61026E+13,691052,12994,Active,Mono,Mono County Office of Education,Urban Corps of San Diego County Charter,3127 Jefferson Street,3127 Jefferson St.,San Diego,92110-4422,CA,9/6/11,Y,1355,Locally funded,0,County Office of Education (COE),66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,32.755229,-117.20342
3.71037E+13,691030,12496,Active,San Diego,San Diego County Office of Education,Monarch,1625 Newton Avenue,1625 Newton Ave.,San Diego,92113-1012,CA,7/1/09,N,,,0,County Office of Education (COE),10,County Community,COMM,County Community School,ELEMHIGH,Elementary-High Combination,C,N,32.702375,-117.15045
3.71037E+13,691030,13682,Active,San Diego,San Diego County Office of Education,San Diego County Community,"6401 Linda Vista Road, Room 216","6401 Linda Vista Rd., Rm. 216",San Diego,92111-7399,CA,7/1/13,N,,,0,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,C,N,32.769578,-117.17984
3.71037E+13,691030,13693,Active,San Diego,San Diego County Office of Education,San Diego County Court,2801 Meadow Lark Drive,2801 Meadow Lark Dr.,San Diego,92123,CA,7/1/13,N,,,0,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,C,N,32.794147,-117.15396
3.71037E+13,691030,,Active,San Diego,San Diego County Office of Education,HOPE Infant-Toddler Special Education,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111-7319,CA,7/1/16,N,,,0,County Office of Education (COE),8,Preschool,SPEC,Special Education School,PS,Preschool,N,N,32.769578,-117.17984
3.76805E+13,610710,,Active,San Diego,Dehesa Elementary,Diego Hills Central Public Charter,4585 College Avenue,4585 College Ave.,San Diego,92115-4011,CA,9/25/17,Y,1909,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,N,N,32.760742,-117.06656
3.76806E+13,610740,12091,Active,San Diego,Del Mar Union Elementary,Ocean Air,11444 Canter Heights Drive,11444 Canter Heights Dr.,San Diego,92130-6974,CA,8/22/07,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,32.9281,-117.2147
3.7683E+13,631530,12196,Active,San Diego,Poway Unified,Del Sur Elementary,15665 Paseo Del Sur,15665 Paseo Del Sur,San Diego,92127-6144,CA,8/19/08,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.0185,-117.14056
3.7683E+13,631530,12226,Active,San Diego,Poway Unified,Willow Grove Elementary,14727 Via Azul,14727 Via Azul,San Diego,92127-4813,CA,8/19/08,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,32.993542,-117.16104
3.7683E+13,631530,12216,Active,San Diego,Poway Unified,Del Norte High,16601 Nighthawk Lane,16601 Nighthawk Ln.,San Diego,92127-4457,CA,8/19/09,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,C,N,33.015119,-117.12162
